Age,Gender,Country,IncomeUSD,YearsVaped,PodsPerWeek,NicotineStrength_mgml,PurchaseChannel,FlavourFamilies,SweetLike,MentholLike,NewFlavourFreq,SmartwatchDaily,MoodMatchInterest,BoredOfFlavoursPain,NicDependencePain,MoodFitPain,PreferredPackSize,MaxMonthlySpendUSD,SubscribeLikelihood
18,Male,GB,2051,4.6,7.0,18.4,Retail shop,"Beverage,Dessert,Other",5,2,3,0,4,2,2,3,6,56.72,10.0
27,Non-binary/Other,US,1790,0.4,2.2,13.3,Vape lounge,Dessert,5,3,4,1,4,3,1,2,3,24.62,2.0
31,Female,GB,1137,0.3,3.1,9.8,Vape lounge,"Spice,Dessert",4,4,2,0,3,3,2,3,3,28.2,7.0
29,Male,DE,2627,1.5,5.3,4.9,Online-direct,"Fruity,Tobacco,Beverage",1,4,4,1,5,3,1,3,6,53.91,10.0
27,Female,AE,2152,6.6,9.0,19.7,Retail shop,"Beverage,Menthol/Fresh",1,5,2,0,3,1,2,3,10,93.92,10.0
22,Female,GB,658,5.8,10.1,21.6,Retail shop,"Beverage,Tobacco,Spice",3,5,5,0,4,5,3,2,10,53.4,8.0
35,Male,AE,1639,2.5,4.9,11.5,Retail shop,"Beverage,Spice,Dessert",5,1,4,0,2,4,1,1,6,54.85,3.0
19,Male,AE,1391,6.6,9.4,14.0,Vape lounge,"Menthol/Fresh,Tobacco",3,5,5,1,5,5,1,5,10,71.03,10.0
36,Non-binary/Other,CA,2695,4.9,6.0,9.6,Online-direct,"Menthol/Fresh,Other,Tobacco",3,4,5,0,3,5,2,4,6,52.47,3.0
22,Female,AE,1921,1.0,4.8,15.6,Online-direct,Other,5,3,5,0,2,5,2,2,6,57.18,3.0
24,Male,FR,1877,0.6,3.2,13.6,Retail shop,"Dessert,Other,Tobacco",5,4,2,1,4,1,1,4,3,43.51,10.0
18,Male,AE,985,1.1,6.5,22.5,Retail shop,"Beverage,Spice",3,2,4,0,4,4,3,4,6,39.31,6.0
26,Male,US,989,0.8,4.9,10.9,Retail shop,"Spice,Beverage",3,3,3,1,3,2,1,1,6,50.51,7.0
38,Male,US,5054,2.9,6.0,14.6,Online-direct,"Menthol/Fresh,Spice,Beverage",5,5,3,1,5,3,1,5,6,95.78,10.0
34,Non-binary/Other,US,1910,2.6,7.4,17.5,Online-direct,"Other,Menthol/Fresh,Beverage",5,4,3,1,4,2,1,3,10,74.34,6.0
38,Male,IN,3288,2.7,6.3,13.6,Friends,"Spice,Dessert",5,1,2,1,5,1,1,5,6,64.69,10.0
34,Female,PH,2645,0.6,5.1,19.3,Online-direct,Dessert,5,5,3,0,2,4,2,3,6,58.38,3.0
21,Male,PH,2128,4.7,6.4,22.6,Online-direct,"Dessert,Beverage",5,3,4,1,5,4,3,3,6,35.6,5.0
27,Male,PH,2426,1.7,5.4,9.9,Online-direct,"Spice,Menthol/Fresh,Other",3,5,3,0,2,2,1,1,6,56.08,5.0
24,Male,FR,1656,1.9,5.7,13.4,Other,"Spice,Dessert",5,3,4,1,5,3,1,3,6,49.18,10.0
41,Female,US,1348,17.4,18.1,34.7,Online-direct,"Spice,Other,Dessert",5,2,4,1,4,4,3,3,15+,87.86,4.0
20,Male,SG,1047,1.0,6.3,17.9,Retail shop,"Beverage,Other,Menthol/Fresh",4,4,3,0,4,4,2,2,6,44.6,4.0
37,Female,PH,2895,1.5,2.8,13.4,Retail shop,"Spice,Fruity",4,2,2,1,3,1,1,2,3,58.23,10.0
37,Male,DE,3035,3.4,4.5,16.2,Retail shop,"Other,Menthol/Fresh",4,4,5,0,3,4,2,2,6,56.51,5.0
45,Male,DE,3377,6.4,5.1,18.4,Online-direct,Beverage,4,2,5,0,3,4,2,2,6,76.77,5.0
27,Male,GB,972,0.4,4.1,16.0,Online-direct,"Tobacco,Beverage",3,5,3,1,4,3,1,5,6,54.9,10.0
36,Male,IN,2474,4.0,4.5,15.6,Vape lounge,Beverage,2,3,2,0,3,3,2,3,6,58.83,6.0
48,Female,SG,1990,7.5,9.7,19.7,Retail shop,"Spice,Other",3,3,5,1,4,4,3,4,10,62.57,5.0
25,Male,AE,1119,1.6,5.9,22.6,Online-direct,"Tobacco,Spice",3,3,3,0,4,2,2,3,6,33.52,8.0
18,Female,US,1796,1.0,4.3,13.0,Online-direct,"Spice,Beverage",5,5,3,0,2,4,1,3,6,46.17,8.0
18,Male,FR,1878,3.4,5.5,15.5,Online-direct,Menthol/Fresh,3,4,2,1,4,1,3,2,6,37.28,8.0
36,Male,IN,3011,0.8,1.4,19.2,Online-direct,"Other,Tobacco,Fruity",5,5,3,0,4,2,1,2,3,70.38,5.0
18,Male,CA,1672,1.5,4.3,15.9,Retail shop,"Beverage,Fruity",3,4,4,0,4,5,1,4,6,28.13,6.0
27,Male,CA,603,6.8,11.1,20.8,Online-direct,Fruity,5,4,4,1,3,3,3,2,10,74.6,4.0
33,Female,AU,1557,2.7,6.8,20.0,Vape lounge,"Tobacco,Dessert",4,4,2,0,3,3,3,4,6,62.62,6.0
31,Female,AE,2032,0.3,6.0,17.1,Online-direct,"Fruity,Spice",3,3,5,0,5,5,3,5,6,42.47,5.0
33,Male,US,1265,1.2,3.2,9.5,Online-direct,Fruity,3,3,4,0,4,4,1,2,3,37.34,5.0
32,Male,IN,1922,3.0,4.0,15.2,Online-direct,"Dessert,Menthol/Fresh",4,5,3,1,4,2,1,5,3,46.93,7.0
40,Female,CA,2755,2.0,5.5,11.5,Online-direct,Other,1,5,4,0,1,5,1,1,6,37.18,5.0
22,Female,AU,1570,3.2,6.5,25.6,Retail shop,"Other,Dessert,Menthol/Fresh",5,5,4,0,2,4,3,2,6,43.42,1.0
25,Female,FR,1387,4.3,7.3,18.5,Online-direct,"Spice,Menthol/Fresh,Dessert",5,5,5,1,4,5,1,2,10,69.6,5.0
24,Male,US,2446,2.0,3.9,9.2,Retail shop,Other,5,5,4,0,4,5,2,3,3,37.67,8.0
37,Male,CA,2292,13.0,12.0,20.0,Online-direct,"Fruity,Spice,Menthol/Fresh",4,5,4,0,1,5,1,1,10,78.65,5.0
37,Non-binary/Other,PH,1931,7.4,8.9,22.7,Online-direct,"Dessert,Beverage,Fruity",5,4,3,1,4,4,2,4,10,75.05,6.0
34,Female,DE,1647,0.2,4.0,8.5,Online-direct,Menthol/Fresh,4,5,5,1,3,5,1,2,3,27.94,2.0
39,Male,AU,2682,0.9,4.3,27.9,Online-direct,Other,1,1,4,1,3,5,3,4,6,66.46,9.0
21,Female,FR,1276,1.1,5.5,8.2,Retail shop,"Tobacco,Fruity",4,4,3,1,4,3,2,2,6,77.05,6.0
43,Female,CA,3002,0.6,4.1,18.7,Online-direct,Beverage,4,4,2,0,3,3,2,2,6,74.22,8.0
42,Male,FR,2281,1.1,5.2,12.8,Vape lounge,Other,2,2,4,0,2,3,1,2,6,60.61,6.0
36,Male,AE,2253,1.7,5.8,11.8,Online-direct,Spice,4,1,4,0,1,3,1,2,6,83.24,6.0
44,Male,GB,3501,0.2,3.2,15.9,Online-direct,Spice,3,2,3,0,5,2,2,3,3,44.93,10.0
18,Male,AU,1030,0.4,3.4,11.1,Vape lounge,Beverage,3,5,2,1,5,2,2,4,3,19.46,8.0
26,Female,IN,1944,0.3,1.0,19.0,Friends,"Other,Dessert",5,1,4,0,1,3,1,1,3,41.75,7.0
24,Male,IN,1080,0.1,2.1,5.1,Online-direct,"Spice,Other",3,3,4,0,2,4,1,2,3,22.81,5.0
36,Female,CA,1893,2.0,4.1,16.9,Online-direct,"Beverage,Tobacco",2,2,4,1,5,3,1,3,6,46.86,10.0
22,Prefer not to say,PH,1442,1.2,4.0,12.6,Retail shop,"Dessert,Beverage",4,3,3,1,4,2,1,5,3,23.26,6.0
36,Male,PH,2487,8.2,9.8,21.3,Other,"Other,Spice,Menthol/Fresh",4,5,2,0,3,3,1,4,10,72.59,8.0
41,Male,AE,3354,0.3,4.7,17.3,Vape lounge,"Spice,Other,Fruity",1,5,3,0,3,4,2,2,6,81.32,5.0
36,Female,IN,2941,7.8,9.5,10.8,Online-direct,"Tobacco,Other,Spice",5,4,3,1,5,2,2,5,10,72.26,10.0
32,Female,AU,2571,0.3,5.0,16.2,Retail shop,Other,4,5,4,0,3,3,1,1,6,59.65,8.0
22,Female,DE,1948,2.9,4.5,19.9,Retail shop,Spice,4,5,4,0,3,5,1,1,6,35.51,3.0
23,Male,PH,1609,0.9,3.0,15.3,Retail shop,"Menthol/Fresh,Beverage,Fruity",3,4,2,0,3,1,3,4,3,34.14,8.0
40,Male,IN,2229,5.3,7.3,15.5,Retail shop,"Fruity,Spice,Menthol/Fresh",2,5,2,1,4,3,1,5,10,86.44,8.0
36,Male,GB,2856,0.2,2.5,5.4,Online-direct,"Dessert,Beverage",5,4,5,0,5,5,1,4,3,37.98,8.0
30,Non-binary/Other,AU,1619,9.1,13.9,26.4,Retail shop,"Other,Tobacco",2,4,4,1,5,4,4,5,15+,106.72,4.0
27,Male,DE,1955,0.1,2.6,22.0,Retail shop,"Other,Dessert",4,5,3,0,2,3,2,1,3,35.62,1.0
18,Female,GB,1060,0.8,3.3,16.6,Retail shop,Spice,3,4,4,0,4,4,2,5,3,35.43,3.0
21,Male,IN,1059,1.9,3.8,19.6,Online-direct,Spice,3,3,4,0,2,3,3,3,3,42.37,8.0
45,Prefer not to say,CA,3250,4.2,6.8,21.5,Online-direct,Spice,2,4,2,0,5,3,2,5,6,68.02,10.0
20,Female,SG,1169,9.1,12.4,20.4,Online-direct,"Spice,Menthol/Fresh",5,5,4,1,4,5,3,4,15+,86.22,3.0
32,Male,SG,1670,1.7,4.4,14.9,Online-direct,"Other,Beverage",1,4,5,0,3,5,1,4,6,62.27,7.0
38,Female,AE,3421,4.2,7.0,21.3,Online-direct,Beverage,5,1,2,1,5,1,2,5,6,80.58,10.0
20,Male,AE,1308,3.9,8.4,10.5,Retail shop,Spice,3,2,3,0,2,4,2,1,10,74.74,4.0
31,Male,DE,2327,2.5,5.9,19.2,Retail shop,"Beverage,Dessert,Spice",5,5,2,1,4,2,3,2,6,77.67,10.0
38,Male,GB,2892,3.5,4.8,21.1,Retail shop,"Menthol/Fresh,Tobacco",4,5,3,0,5,3,2,5,6,69.3,6.0
30,Male,IN,2390,0.1,3.0,12.7,Friends,"Dessert,Spice,Fruity",4,2,3,1,4,3,1,5,3,55.86,9.0
53,Male,IN,4095,1.7,3.9,18.0,Online-direct,"Dessert,Other",5,1,3,1,3,4,1,4,3,60.41,6.0
18,Female,CA,1270,4.6,8.4,15.6,Online-direct,Spice,3,3,3,1,4,2,1,2,10,62.82,6.0
38,Female,FR,2575,1.9,5.1,15.3,Online-direct,Beverage,5,3,1,0,3,1,2,3,6,57.66,10.0
29,Male,AE,1398,6.2,10.9,19.5,Online-direct,"Fruity,Tobacco",5,5,1,1,3,1,1,2,10,65.9,7.0
36,Female,FR,1123,5.4,7.3,19.6,Online-direct,"Fruity,Tobacco",2,5,4,1,5,4,1,3,10,67.04,7.0
34,Female,FR,2078,6.0,8.7,18.2,Retail shop,Menthol/Fresh,3,4,4,1,5,4,1,5,10,58.74,7.0
24,Non-binary/Other,CA,1216,0.4,1.8,3.4,Online-direct,Beverage,4,4,1,0,2,1,1,2,3,17.4,6.0
32,Female,FR,1250,0.8,3.7,10.1,Online-direct,Menthol/Fresh,3,5,4,0,4,4,1,3,3,16.63,7.0
18,Male,FR,2023,0.1,1.0,20.7,Online-direct,"Dessert,Other",4,2,1,1,4,1,2,3,3,44.92,9.0
35,Male,CA,1841,12.2,15.7,28.5,Online-direct,Beverage,3,4,3,0,5,4,3,5,15+,112.28,10.0
32,Female,PH,1950,0.8,3.7,3.2,Retail shop,"Other,Menthol/Fresh",5,4,3,0,4,2,1,5,3,31.4,10.0
35,Male,FR,2869,1.4,4.6,20.6,Online-direct,"Fruity,Menthol/Fresh,Tobacco",1,5,5,0,4,4,3,3,6,59.44,6.0
38,Male,AE,1997,1.0,5.2,9.4,Retail shop,Spice,3,5,4,0,4,3,1,4,6,42.03,7.0
33,Male,CA,1843,0.1,3.4,17.9,Online-direct,Dessert,4,5,4,0,3,5,1,1,3,42.65,8.0
31,Male,AU,1652,0.9,2.0,18.5,Online-direct,Fruity,3,4,5,0,4,5,1,3,3,43.01,6.0
23,Male,FR,2152,0.3,2.5,13.0,Online-direct,Dessert,5,5,2,1,5,1,1,3,3,27.38,10.0
24,Male,PH,1505,1.5,4.4,9.4,Online-direct,Menthol/Fresh,3,5,2,1,5,1,1,5,6,62.29,9.0
39,Male,AE,2756,10.2,12.7,19.1,Vape lounge,Beverage,3,4,4,0,3,4,3,2,15+,114.58,1.0
41,Female,US,2798,3.6,6.3,19.4,Online-direct,"Fruity,Spice",4,1,4,0,4,5,2,5,6,80.35,4.0
28,Male,AE,2063,3.7,9.1,13.4,Friends,Beverage,5,2,4,1,5,4,1,4,10,73.61,7.0
30,Male,GB,1627,1.8,5.0,12.1,Vape lounge,Other,2,4,3,1,4,4,1,4,6,65.29,9.0
23,Male,AU,1885,5.0,8.6,21.2,Online-direct,"Spice,Menthol/Fresh,Tobacco",2,5,2,1,4,1,1,4,10,59.47,9.0
39,Male,SG,2290,7.2,7.2,13.9,Online-direct,"Other,Beverage",3,4,4,0,2,3,1,1,10,89.16,6.0
35,Male,IN,3218,9.8,13.9,31.0,Online-direct,"Beverage,Menthol/Fresh,Fruity",5,5,4,0,4,3,2,5,15+,85.35,7.0
46,Male,GB,2967,0.3,7.6,12.4,Online-direct,Other,3,2,4,0,4,3,1,5,10,83.25,5.0
23,Male,CA,2113,6.4,11.4,5.0,Retail shop,Spice,2,5,4,0,1,4,1,1,10,80.1,6.0
27,Female,CA,1464,0.8,3.1,9.2,Online-direct,"Menthol/Fresh,Beverage",2,5,5,1,5,4,1,4,3,29.69,10.0
32,Male,IN,3137,1.5,7.9,19.5,Online-direct,"Dessert,Other",5,3,4,1,3,5,1,3,10,83.06,4.0
35,Male,DE,2550,1.3,4.3,18.6,Retail shop,"Beverage,Fruity,Other",3,5,5,0,3,5,2,2,6,45.94,8.0
28,Male,DE,2323,3.4,6.9,14.9,Retail shop,"Dessert,Tobacco",4,5,3,0,3,3,2,3,6,45.41,6.0
23,Female,IN,2058,2.7,5.3,13.9,Retail shop,"Beverage,Other",4,3,5,0,2,4,2,2,6,54.41,8.0
37,Female,CA,3021,0.3,2.9,12.7,Vape lounge,"Tobacco,Fruity",5,3,4,1,4,4,1,2,3,56.32,7.0
36,Female,AE,2898,4.6,4.2,22.9,Retail shop,"Menthol/Fresh,Dessert,Spice",5,4,3,1,3,4,3,3,6,69.42,6.0
23,Male,AU,1966,1.7,5.9,17.8,Friends,"Spice,Menthol/Fresh,Other",4,5,4,0,1,3,2,1,6,54.68,7.0
41,Male,PH,2539,0.1,2.7,10.2,Retail shop,Menthol/Fresh,3,4,3,1,4,2,1,4,3,51.17,8.0
39,Male,SG,2238,1.6,4.3,24.6,Online-direct,"Menthol/Fresh,Dessert",5,5,2,1,5,1,2,3,6,40.86,10.0
31,Female,AU,2308,2.2,5.6,15.7,Online-direct,"Other,Beverage",4,2,3,0,5,4,2,4,6,45.93,8.0
31,Male,IN,2410,0.2,2.6,2.2,Online-direct,"Beverage,Tobacco,Other",5,5,5,0,3,4,1,4,3,61.94,4.0
34,Prefer not to say,CA,3096,0.5,3.9,7.0,Online-direct,"Other,Spice,Fruity",3,3,5,1,4,5,1,2,3,52.16,5.0
23,Female,DE,588,15.1,19.9,32.7,Online-direct,Fruity,4,4,1,0,3,1,4,1,15+,100.9,9.0
30,Female,CA,2383,6.1,9.7,10.8,Online-direct,"Spice,Menthol/Fresh,Tobacco",4,4,5,1,5,4,1,5,10,75.56,8.0
18,Male,DE,1488,0.4,3.2,15.7,Retail shop,"Dessert,Spice,Beverage",5,3,3,1,5,2,1,3,3,49.31,6.0
37,Female,AU,2258,2.6,5.4,11.5,Online-direct,Beverage,4,3,2,1,5,3,2,4,6,44.88,10.0
18,Male,GB,1634,1.4,4.7,20.6,Online-direct,"Dessert,Fruity",5,1,5,1,5,5,3,5,6,31.7,10.0
42,Male,AE,1924,2.4,4.2,15.0,Online-direct,"Spice,Menthol/Fresh",1,5,5,1,4,5,2,3,6,82.7,2.0
27,Male,AU,1264,1.9,5.2,7.0,Online-direct,"Tobacco,Fruity",5,5,4,1,5,4,2,4,6,52.59,6.0
28,Female,AE,1463,0.1,4.1,18.7,Retail shop,"Tobacco,Menthol/Fresh",5,4,4,0,4,3,2,4,6,56.33,7.0
25,Male,FR,1872,1.1,4.2,21.0,Vape lounge,Beverage,3,3,3,0,5,4,1,3,6,37.4,4.0
28,Male,AU,3010,0.4,2.8,6.4,Online-direct,"Spice,Menthol/Fresh,Fruity",2,4,3,0,4,4,1,4,3,51.68,9.0
41,Male,US,3177,2.0,4.6,10.6,Online-direct,Beverage,4,5,5,1,4,4,2,5,6,63.47,7.0
18,Female,US,567,7.1,11.1,23.6,Online-direct,"Other,Menthol/Fresh",2,4,3,1,4,4,1,2,10,75.41,7.0
40,Female,AE,1619,16.2,17.5,30.9,Online-direct,Beverage,1,1,3,0,4,3,2,2,15+,115.95,9.0
33,Female,FR,2535,8.7,10.5,32.3,Online-direct,"Other,Beverage",3,5,4,1,4,3,4,2,10,91.97,8.0
20,Male,AE,1128,12.7,13.3,27.8,Retail shop,"Tobacco,Other",4,3,4,1,4,3,3,2,15+,91.48,10.0
21,Male,IN,1364,0.1,3.2,25.2,Online-direct,"Fruity,Menthol/Fresh,Dessert",5,4,3,1,3,2,2,4,3,22.3,7.0
43,Male,US,3199,3.9,8.2,18.3,Online-direct,"Menthol/Fresh,Beverage,Fruity",2,5,3,0,3,3,1,2,10,84.57,10.0
22,Male,CA,541,1.0,6.0,17.9,Retail shop,Fruity,5,4,3,1,4,2,3,4,6,31.12,10.0
21,Female,AE,995,6.0,11.3,18.5,Online-direct,"Dessert,Beverage",5,4,3,1,4,4,3,2,10,76.76,3.0
39,Male,AE,2809,5.0,7.0,14.4,Other,Beverage,5,3,4,1,3,3,1,3,6,74.54,6.0
33,Male,SG,2441,1.7,5.1,15.8,Vape lounge,"Fruity,Spice",2,3,2,0,3,2,2,2,6,72.34,10.0
22,Male,PH,1815,1.9,4.3,11.4,Retail shop,"Fruity,Dessert",5,5,4,0,2,5,1,3,6,52.35,3.0
32,Female,PH,1498,0.9,6.4,3.6,Online-direct,Spice,3,3,3,1,4,4,1,4,6,68.52,7.0
22,Male,DE,1794,1.0,6.0,12.7,Online-direct,"Spice,Dessert",5,3,2,1,4,1,1,3,6,67.16,9.0
39,Male,FR,3166,11.9,15.2,30.6,Online-direct,Other,5,4,2,1,4,2,4,2,15+,110.4,6.0
38,Female,US,1938,6.6,8.7,19.1,Online-direct,Spice,5,1,3,1,3,4,3,4,10,61.38,10.0
34,Male,US,2060,0.6,1.0,11.4,Online-direct,"Tobacco,Fruity,Dessert",5,3,4,0,4,3,2,5,3,35.35,9.0
33,Female,PH,1498,1.0,1.8,8.0,Online-direct,Beverage,3,2,4,0,3,4,1,2,3,22.71,5.0
44,Male,AE,2915,0.3,1.0,12.7,Retail shop,"Other,Spice",3,4,3,1,4,4,1,2,3,33.71,8.0
30,Female,AE,1415,13.5,14.3,32.6,Online-direct,"Spice,Tobacco",3,4,2,0,4,3,2,5,15+,92.58,9.0
21,Male,US,2467,7.1,12.9,29.9,Retail shop,"Spice,Fruity,Dessert",5,4,4,1,4,3,4,2,15+,102.93,8.0
34,Male,FR,2400,2.4,3.5,15.3,Online-direct,"Fruity,Tobacco",3,3,4,1,5,5,2,5,3,38.97,7.0
47,Female,GB,2958,3.5,4.9,10.6,Friends,Spice,5,2,2,1,3,3,1,3,6,61.04,4.0
22,Male,IN,2012,4.1,5.7,24.5,Retail shop,"Menthol/Fresh,Fruity,Spice",3,4,3,1,4,4,2,5,6,68.06,6.0
27,Male,SG,1583,0.7,7.6,22.9,Online-direct,"Fruity,Other",2,5,3,0,3,4,2,3,10,65.48,5.0
33,Male,US,984,8.2,11.1,13.7,Retail shop,Dessert,5,1,3,1,5,3,1,4,10,62.96,8.0
30,Female,DE,2539,2.2,6.7,7.9,Retail shop,Other,4,4,3,1,5,3,1,5,6,72.17,10.0
22,Male,GB,2519,0.3,3.6,6.5,Vape lounge,Menthol/Fresh,4,4,3,0,2,3,1,1,3,24.37,6.0
39,Prefer not to say,US,1737,1.5,1.5,9.0,Retail shop,Beverage,5,2,4,1,4,4,1,3,3,44.41,10.0
49,Prefer not to say,SG,3524,2.8,8.1,22.6,Online-direct,"Fruity,Beverage",5,1,5,1,4,5,3,2,10,71.4,8.0
32,Female,PH,2194,1.3,4.9,19.3,Online-direct,Other,5,5,1,0,2,1,3,1,6,43.93,8.0
23,Male,US,844,3.6,6.4,18.1,Retail shop,Dessert,5,1,4,1,5,3,1,4,6,46.03,6.0
18,Male,GB,744,6.4,12.0,21.3,Friends,Menthol/Fresh,3,4,2,1,3,2,2,1,10,57.65,8.0
32,Female,IN,2923,4.4,6.9,28.8,Vape lounge,Tobacco,3,3,3,1,5,3,2,5,6,52.97,10.0
39,Male,AE,2338,3.1,5.9,16.1,Online-direct,Tobacco,4,3,4,1,4,5,2,3,6,66.76,3.0
34,Male,AU,3430,2.2,4.7,14.3,Vape lounge,"Tobacco,Spice,Other",3,5,4,1,3,4,2,1,6,78.49,8.0
30,Male,PH,1699,0.9,5.5,13.0,Online-direct,Tobacco,4,2,3,1,5,2,1,5,6,58.29,8.0
25,Male,GB,2203,1.8,6.0,27.1,Online-direct,"Menthol/Fresh,Fruity,Tobacco",5,5,5,1,4,4,2,2,6,43.4,6.0
21,Male,DE,1532,1.0,4.4,18.0,Online-direct,"Spice,Fruity,Beverage",3,4,4,1,4,5,3,4,6,39.72,5.0
37,Male,DE,2741,8.2,9.6,14.4,Retail shop,"Fruity,Spice",3,3,2,1,3,2,1,1,10,75.37,8.0
37,Female,CA,2885,7.1,9.5,13.7,Retail shop,Spice,4,3,4,0,4,5,2,2,10,71.16,6.0
18,Male,AU,1993,0.5,1.9,3.5,Online-direct,Beverage,3,2,3,0,2,2,1,1,3,30.84,8.0
43,Male,US,2388,5.2,9.9,19.4,Retail shop,Fruity,3,2,4,0,4,4,2,3,10,76.6,7.0
35,Male,CA,1837,3.6,4.2,6.7,Online-direct,"Other,Spice",4,3,3,0,4,2,1,2,6,50.36,6.0
41,Male,DE,2935,11.1,16.5,20.7,Retail shop,Beverage,5,2,2,1,3,3,2,2,15+,109.99,8.0
19,Male,US,618,1.9,6.8,22.1,Online-direct,Fruity,4,5,4,0,4,5,3,3,6,32.48,7.0
19,Female,CA,1889,3.8,5.4,19.9,Online-direct,Spice,3,3,4,0,4,4,3,2,6,56.61,9.0
29,Non-binary/Other,US,1598,2.2,4.6,22.1,Online-direct,Other,4,3,4,1,5,5,1,3,6,63.31,5.0
34,Male,IN,3131,0.2,2.1,4.7,Retail shop,Fruity,5,4,3,1,4,3,1,3,3,60.29,8.0
44,Male,AU,1941,0.1,3.7,8.7,Vape lounge,Menthol/Fresh,1,4,3,0,2,4,1,1,3,34.87,4.0
36,Male,PH,1339,0.4,5.5,12.4,Online-direct,Beverage,4,3,5,1,4,5,1,2,6,51.44,5.0
28,Non-binary/Other,PH,2356,1.1,5.9,24.1,Online-direct,"Fruity,Menthol/Fresh",4,4,4,1,5,4,2,5,6,55.32,9.0
22,Female,PH,1422,0.9,3.3,13.6,Online-direct,Other,4,5,3,1,5,2,1,5,3,21.84,10.0
40,Female,DE,2981,3.9,8.8,27.9,Retail shop,"Spice,Menthol/Fresh",1,5,4,1,4,3,3,4,10,89.64,4.0
22,Male,IN,2315,3.8,8.6,21.7,Online-direct,"Beverage,Fruity",5,1,2,0,5,1,3,5,10,81.29,10.0
43,Prefer not to say,SG,3594,10.7,13.4,22.8,Online-direct,"Menthol/Fresh,Tobacco",1,5,4,1,3,3,2,3,15+,120.76,9.0
28,Male,AU,1516,1.1,4.1,17.0,Retail shop,"Tobacco,Other",3,2,2,1,4,2,2,2,6,50.09,9.0
43,Male,GB,2514,8.4,13.7,15.1,Online-direct,"Other,Spice,Fruity",3,4,3,0,2,3,2,2,15+,98.99,5.0
35,Female,FR,2283,2.8,7.4,7.1,Retail shop,Tobacco,4,5,4,0,1,3,2,1,10,69.88,7.0
29,Female,SG,1898,2.1,6.9,18.2,Online-direct,"Dessert,Beverage",5,5,3,0,4,4,1,2,6,36.77,7.0
26,Male,GB,2144,3.3,10.2,20.3,Retail shop,Dessert,4,3,4,1,5,3,2,5,10,90.86,9.0
27,Male,PH,2340,3.6,7.4,27.1,Vape lounge,"Dessert,Spice,Tobacco",4,4,4,0,2,4,3,1,10,76.62,2.0
33,Male,GB,2804,0.6,4.1,7.2,Online-direct,Other,3,2,3,0,2,4,1,1,6,72.33,7.0
31,Male,US,3045,4.2,9.2,21.1,Retail shop,"Other,Beverage",4,1,5,1,4,5,1,3,10,92.67,3.0
25,Male,US,1846,3.9,9.9,23.4,Online-direct,"Menthol/Fresh,Spice",5,5,4,0,4,5,1,5,10,70.44,6.0
29,Non-binary/Other,GB,2320,18.0,20.0,31.7,Friends,"Dessert,Menthol/Fresh",5,5,3,1,3,3,2,1,15+,112.23,6.0
31,Female,AE,1254,7.3,10.0,25.5,Online-direct,"Spice,Other",3,5,3,1,5,2,3,5,10,79.66,10.0
18,Female,CA,1325,3.5,5.0,11.8,Retail shop,"Spice,Menthol/Fresh",3,5,3,1,3,2,1,1,6,39.84,6.0
34,Female,FR,2584,3.7,7.2,21.4,Online-direct,"Fruity,Beverage,Spice",4,3,2,0,2,2,2,1,10,77.78,4.0
22,Male,DE,509,8.8,13.1,25.9,Online-direct,Dessert,5,3,3,0,2,4,3,3,15+,76.18,4.0
21,Female,GB,1411,10.2,11.8,27.6,Retail shop,Fruity,3,3,3,0,2,4,2,1,10,72.07,7.0
18,Male,AU,1702,5.3,10.0,17.4,Retail shop,"Fruity,Other,Beverage",3,4,3,0,1,3,2,2,10,71.77,7.0
18,Male,AE,1196,4.4,6.7,10.8,Retail shop,Beverage,5,1,3,0,2,3,1,1,6,52.02,4.0
19,Male,IN,1291,0.4,2.6,9.5,Online-direct,"Tobacco,Beverage,Spice",5,3,2,0,4,1,2,5,3,36.67,10.0
24,Male,AE,2017,5.3,10.0,14.7,Retail shop,"Fruity,Menthol/Fresh",5,4,2,0,4,2,1,2,10,69.52,10.0
46,Female,FR,3257,0.9,3.0,10.2,Online-direct,Dessert,5,3,4,1,5,3,1,5,3,61.05,5.0
26,Prefer not to say,AU,1243,2.5,3.4,11.7,Retail shop,Spice,1,1,2,1,4,2,1,2,3,33.51,6.0
31,Male,AE,2043,1.6,5.7,11.1,Online-direct,"Spice,Other",4,4,3,1,5,2,2,5,6,48.6,8.0
33,Female,DE,2345,1.3,4.1,14.1,Online-direct,"Menthol/Fresh,Dessert,Tobacco",5,5,4,0,2,3,1,1,6,70.84,7.0
31,Male,CA,1816,1.1,5.9,10.0,Vape lounge,Spice,5,3,5,0,3,4,1,2,6,44.06,4.0
29,Female,AU,2374,5.8,10.0,19.6,Vape lounge,Other,1,5,2,1,4,1,2,4,10,87.13,10.0
20,Male,US,1962,4.4,4.8,12.3,Online-direct,"Beverage,Dessert,Spice",5,3,4,0,2,5,1,1,6,46.84,5.0
42,Male,DE,1802,2.2,7.2,16.6,Online-direct,"Dessert,Other",5,4,3,1,4,4,1,4,10,79.39,8.0
44,Male,PH,3045,3.3,9.1,21.1,Online-direct,Beverage,3,4,2,0,2,2,2,1,10,56.88,9.0
18,Female,IN,911,12.5,17.1,25.0,Online-direct,"Other,Menthol/Fresh",2,5,2,0,2,3,1,3,15+,95.46,6.0
